ano,cpb,titulo,direcao,genero,produtora_maj,produtora_min,distribuidora,uf_bruto,uf2_bruto,max_salas,publico,renda_corrente,uf_maj,n_ufs,coproducao,decada,filmes_diretor_antes,filmes_distribuidora_antes,filmes_produtora_antes,estreia_do_diretor,experiencia_da_direcao,porte_da_distribuidora,contratos_fsa,projetos_incentivo,recebeu_fsa,recebeu_incentivo,origem_do_fomento,deflator,renda_deflacionada_2024,populacao_br,filmes_no_ano,sucesso_global,mediana_publico_do_ano,sucesso_no_ano
2004,B0400081100000,Cazuza - O Tempo Não Para,Sandra Werneck/Walter Carvalho,Ficção,Lereby,Columbia Tristar Filmes Do Brasil/Globo Filmes/Cineluz Produções,Columbia,RJ,SP/RJ/RJ,292,3082522,21230606.0,RJ,1.0,1,2000,0,26,1,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,63670803.24780413,181569056.0,49,1,25336.5,1
2004,B0400103400000,Cine Gibi Da Turma Da Mônica - O Filme,José Márcio Nicolosi,Animação,Lojinha Da Mônica,,Uip,SP,,104,305752,1823899.0,SP,1.0,0,2000,0,3,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,5469891.644772961,181569056.0,49,1,25336.5,1
2004,B0400096900000,Como Fazer Um Filme De Amor,José Roberto Torero,Ficção,Superfilmes,,Lumière,SP,,37,53545,388309.0,SP,1.0,0,2000,0,11,3,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,1164542.6389784433,181569056.0,49,1,25336.5,1
2004,B0300039800000,Concerto Campestre,Henrique De Freitas Lima,Ficção,Casa De Imagens/Cinematográfica Pampeana/Labocine/Sony Pictures,,Imagem,PE/RS/RJ/SP,,12,13010,67205.0,PE,4.0,0,2000,1,1,0,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,201548.47828030327,181569056.0,49,1,25336.5,0
2004,B0400066300000,Contra Todos,Roberto Moreira,Ficção,Coração Da Selva/O2 Filmes,,Warner,SP/SP,,20,25358,187641.0,SP,1.0,0,2000,0,12,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,562737.2667657821,181569056.0,49,1,25336.5,1
2004,B0300040300000,De Passagem,Ricardo Elias,Ficção,Raiz Produções,,Lumière,SP,,20,11419,75632.0,SP,1.0,0,2000,0,11,3,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,226821.13695849857,181569056.0,49,1,25336.5,0
2004,B0400102600000,Didi Quer Ser Criança,Alexandre Boury/Reynaldo Boury,Ficção,Diler & Associados,,Columbia,RJ,,154,982175,5583242.0,RJ,1.0,0,2000,0,26,7,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,16744199.52340863,181569056.0,49,1,25336.5,1
2004,B0400138500000,Entreatos,João Moreira Salles,Documentário,Videofilmes,,Videofilmes,RJ,,7,38341,313023.0,RJ,1.0,0,2000,1,2,10,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,938759.1595377631,181569056.0,49,1,25336.5,1
2004,B0400085800000,Espelho D'Água - Uma Viagem No Rio São Francisco,Marcus Vinicius Cezar,Ficção,Copacabana Filmes E Produções,,Europa/Mam,RJ,,12,18096,121469.0,RJ,1.0,0,2000,0,1,3,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,364286.76598809846,181569056.0,49,1,25336.5,0
2004,B0300035200000,Evandro Teixeira - Instantâneos Da Realidade,Paulo Fontenelle,Documentário,Canal Imaginário,,Riofilme,RJ,,3,875,5874.0,RJ,1.0,0,2000,0,106,0,1,estreante,grande,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,17616.185721575795,181569056.0,49,0,25336.5,0
2004,B0400053200000,Fala Tu,Guilherme Coelho,Documentário,Matizar/Videofilmes,,Riofilme,RJ/RJ,,6,10526,71929.0,RJ,1.0,0,2000,0,106,0,1,estreante,grande,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,215715.80230970812,181569056.0,49,1,25336.5,0
2004,B0300023400000,Filme De Amor,Julio Bressane,Ficção,Grupo Novo De Cinema E Tv,,Riofilme,RJ,,5,10742,70761.0,RJ,1.0,0,2000,4,106,3,0,estabelecida,grande,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,212212.95843452928,181569056.0,49,1,25336.5,0
2004,B0500446000000,Fábio Fabuloso,Antônio Ricardo/Pedro Cesar/Ricardo Bocão,Documentário,Surf Co,Artezanato Eletrônico,Lumière,SP,RJ,9,12458,94961.0,SP,1.0,1,2000,0,11,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,284789.0044784745,181569056.0,49,1,25336.5,0
2004,B0300040100000,Garotas Do Abc,Carlos Reichenbach,Ficção,Dezenove Som E Imagens,,Europa/Mam,SP,,19,10746,71962.0,SP,1.0,0,2000,1,1,1,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,215814.76964522258,181569056.0,49,1,25336.5,0
2004,B0300048300000,"Glauber O Filme, Labirinto Do Brasil",Silvio Tendler,Documentário,Caliban Produções Cinematográficas,,Riofilme,RJ,,6,13456,85179.0,RJ,1.0,0,2000,0,106,0,1,estreante,grande,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,255452.68702385167,181569056.0,49,1,25336.5,0
2004,B0400121700000,Irmãos De Fé,Moacyr Góes,Ficção,Diler & Associados,,Columbia,RJ,,294,966021,5652025.0,RJ,1.0,0,2000,3,26,7,0,estabelecida,media,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,16950480.439732626,181569056.0,49,1,25336.5,1
2004,B0400085500000,Justiça,Maria Augusta Ramos,Documentário,Limite Produções,,Mais Filmes,RJ,,3,28635,138770.0,RJ,1.0,0,2000,0,3,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,416172.6408891851,181569056.0,49,1,25336.5,1
2004,B0300001800000,Lost Zweig,Sylvio Back,Ficção,Usina De Kyno,,Riofilme,RJ,,1,2398,20214.0,RJ,1.0,0,2000,2,106,2,0,iniciante,grande,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,60621.991517864,181569056.0,49,0,25336.5,0
2004,B0400098900000,Língua - Vidas Em Português,Victor Lopes,Documentário,Sambascope Produções/Tv Zero Produções,,Riofilme,RJ/RJ,,5,11943,26545.0,RJ,1.0,0,2000,0,106,0,1,estreante,grande,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,79608.72488580686,181569056.0,49,1,25336.5,0
2004,B0400170600000,Meu Tio Matou Um Cara,Jorge Furtado,Ficção,Casa De Cinema De Porto Alegre,,Fox,RS,,121,591120,4095008.0,RS,1.0,0,2000,2,7,3,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,12280970.626377027,181569056.0,49,1,25336.5,1
2004,B0500408600000,Motoboys - Vida Loca,Caito Ortiz,Ficção,Prodigo Films,,Mais Filmes,SP,,,,,SP,1.0,0,2000,0,3,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,,181569056.0,49,,25336.5,
2004,B0300005800000,Narradores De Javé,Eliane Caffé,Ficção,Bananeira Filmes/Gullane,,Lumière,RJ/SP,,29,67004,456307.0,RJ,2.0,0,2000,1,11,0,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,1368469.332321261,181569056.0,49,1,25336.5,1
2004,B0400052300000,Nina,Heitor Dhalia,Ficção,Gullane,,Columbia,SP,,10,25268,178834.0,SP,1.0,0,2000,0,26,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,536324.9842240869,181569056.0,49,1,25336.5,0
2004,B0400063000000,Noite De São João,Sérgio Silva,Ficção,Producers - Ngm Produções,,Ngm Produções,RS,,5,5355,25704.0,RS,1.0,0,2000,1,0,0,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,77086.55733527141,181569056.0,49,1,25336.5,0
2004,B0400054400000,O Outro Lado Da Rua,Marcos Bernstein,Ficção,Neanderthal Mb Cinema,,Columbia,RJ,,37,92165,661465.0,RJ,1.0,0,2000,0,26,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,1983740.2601842245,181569056.0,49,1,25336.5,1
2004,B0400050200000,O Prisioneiro Da Grade De Ferro,Paulo Sacramento,Documentário,Olhos De Cão,,Imovision,SP,,13,27848,156931.0,SP,1.0,0,2000,0,1,1,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,470637.66453398217,181569056.0,49,1,25336.5,1
2004,B0300040900000,O Vestido,Paulo Thiago,Ficção,Vitória Produções,,Columbia,RJ,,41,30683,220274.0,RJ,1.0,0,2000,2,26,2,0,iniciante,media,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,660603.9655489252,181569056.0,49,1,25336.5,1
2004,B0400097900000,Olga,Jayme Monjardim,Ficção,Nexus Cinema,,Lumière,SP,,339,3078030,20375397.0,SP,1.0,0,2000,0,11,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,61106022.761804275,181569056.0,49,1,25336.5,1
2004,B0300040400000,Onde Anda Você,Sergio Rezende,Ficção,Morena Filmes,,Uip,RJ,,40,50958,411530.0,RJ,1.0,0,2000,3,3,2,0,estabelecida,nova,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,1234182.6540687925,181569056.0,49,1,25336.5,1
2004,B0400100300000,Pelé Eterno,Anibal Massaini Neto,Documentário,Anima Produções Audiovisuais/Cinearte Produções Cinematográficas,,Uip,SP/SP,,150,257932,1851866.0,SP,1.0,0,2000,1,3,0,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,5553764.962116391,181569056.0,49,1,25336.5,1
2004,B0400138600000,Peões,Eduardo Coutinho,Documentário,Videofilmes,,Videofilmes,RJ,,7,18005,142501.0,RJ,1.0,0,2000,3,2,10,0,estabelecida,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,427361.9478226545,181569056.0,49,1,25336.5,0
2004,B0400100100000,Procuradas,José Frazão/Zeca Pires,Ficção,Mundo Imaginário Produções Cinematográficas,Teleimage Productions,Imagem,SC,SP,10,2920,19720.0,SC,1.0,1,2000,0,1,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,59140.48049531405,181569056.0,49,1,25336.5,0
2004,B0300003400000,Querido Estranho,Ricardo Pinto E Silva,Ficção,Lereby/Tele Image/Veredas Comunicação E Arte,,Imagem,RJ/SP/SP,,27,18103,122520.0,RJ,2.0,0,2000,0,1,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,367438.725673726,181569056.0,49,1,25336.5,0
2004,B0400062800000,Raízes Do Brasil,Nelson Pereira Dos Santos,Documentário,Regina Filmes/Riofilme/Videofilmes,,Riofilme,RJ/RJ/RJ,,5,19420,120366.0,RJ,1.0,0,2000,1,106,0,0,iniciante,grande,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,360978.85777378146,181569056.0,49,1,25336.5,0
2004,B0400126400000,Redentor,Cláudio Torres,Ficção,Conspiração Filmes/Estudios Mega/Estudios Quanta/Globo Filmes/Lereby,,Warner,RJ/RJ/SP/RJ/RJ,,81,247893,1880401.0,RJ,2.0,0,2000,0,12,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,5639341.717234738,181569056.0,49,1,25336.5,1
2004,B0300046200000,Rio De Jano,Anna Azevedo/Eduardo Souza Lima/Renata Baldi,Documentário,Hy Brazil Filmes,,Riofilme,RJ,,3,8284,55948.0,RJ,1.0,0,2000,0,106,0,1,estreante,grande,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,167788.6208292003,181569056.0,49,1,25336.5,0
2004,B0500293500000,Samba Riachão,Jorge Alfredo,Documentário,Truque,,Pandora,BA,,3,1330,7418.0,BA,1.0,0,2000,0,5,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,22246.657419586187,181569056.0,49,0,25336.5,0
2004,B0400050100000,"Sexo, Amor E Traição",Jorge Fernando,Ficção,Total Entertainment,,Fox,RJ,,157,2219423,15775132.0,RJ,1.0,0,2000,0,7,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,47309781.25542619,181569056.0,49,1,25336.5,1
2004,B0300050000000,Um Show De Verão,Moacyr Góes,Ficção,Diler & Associados,,Warner,RJ,,111,137507,741047.0,RJ,1.0,0,2000,3,12,7,0,estabelecida,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,2222407.4873027885,181569056.0,49,1,25336.5,1
2004,B0300026000000,Viva Sapato!,Luiz Carlos Lacerda,Ficção,Europa Filmes/Terra Brasilis,,Europa/Mam,SP/RJ,,8,3507,24187.0,SP,2.0,0,2000,0,1,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,72537.05891177287,181569056.0,49,1,25336.5,0
2004,B0300007100000,Viva Voz,Paulo Morelli,Ficção,O2 Filmes,,Buena Vista,SP,,79,206568,1522763.0,SP,1.0,0,2000,0,1,2,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.9990101671051748,4566781.719091577,181569056.0,49,1,25336.5,1
2004,B0400154400000,Xuxa E O Tesouro Da Cidade Perdida,Moacyr Góes,Ficção,Diler & Associados,,Warner,RJ,,300,1331652,7108730.0,RJ,1.0,0,2000,3,12,7,0,estabelecida,pequena,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,21319153.54520557,181569056.0,49,1,25336.5,1
2004,B0400055000000,À Margem Da Imagem,Evaldo Mocarzel,Documentário,Sp Filmes De São Paulo,,Mais Filmes,SP,,1,1728,12354.0,SP,1.0,0,2000,0,3,2,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.9990101671051748,37049.77160441733,181569056.0,49,0,25336.5,0
2005,B0500302600000,2 Filhos De Francisco: A História De Zezé Di Camargo E Luciano,Breno Silveira,Ficção,Conspiração Filmes/Globo Filmes/Lereby/Z.C.L. Comércio Promoções E Produções,,Columbia,RJ/RJ/RJ/SP,,329,5319677,36728278.0,RJ,2.0,0,2000,0,32,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,103067551.4141823,184184264.0,46,1,17289.0,1
2005,B0400131700000,A Pessoa É Para O Que Nasce,Roberto Berliner,Documentário,Tv Zero Produções,,Copacabana Filmes/Riofilme,RJ,,8,24475,152261.0,RJ,1.0,0,2000,0,0,1,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,427277.5447265677,184184264.0,46,1,17289.0,1
2005,B0500199900000,As Vidas De Maria,Renato Barbieri,Ficção,Gaia Filmes,,Pandora,DF,,10,2746,17530.0,DF,1.0,0,2000,0,6,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,49192.99990842522,184184264.0,46,0,17289.0,0
2005,B0400129700000,Bendito Fruto,Sergio Goldenberg,Ficção,Riofilme/Trópicos Arte E Comunicação,,Paris/Riofilme,RJ/RJ,,14,52022,453503.0,RJ,1.0,0,2000,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,1272628.2394449834,184184264.0,46,1,17289.0,1
2005,B0500251200000,Bens Confiscados,Carlos Reichenbach,Ficção,Dezenove Som E Imagens,,Imovision/Riofilme,SP,,3,4669,26754.0,SP,1.0,0,2000,2,0,2,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,75077.55388191718,184184264.0,46,1,17289.0,0
2005,B0400131400000,Cabra-Cega,Toni Venturi,Ficção,Olhar Imaginário,,Europa/Mam,SP,,9,28620,220339.0,SP,1.0,0,2000,2,5,2,0,iniciante,pequena,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,618319.2473943243,184184264.0,46,1,17289.0,1
2005,B0500250700000,Casa De Areia,Andrucha Waddington,Ficção,Conspiração Filmes/Filmes Do Equador,,Columbia,RJ/RJ,,35,187296,1557698.0,RJ,1.0,0,2000,3,32,0,0,estabelecida,media,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,4371240.021183921,184184264.0,46,1,17289.0,1
2005,B0300008200000,Celeste & Estrela,Betse De Paula,Ficção,Aurora Cinematográfica,,Bpp Produções Audiovisuais,RJ,,1,4965,24175.0,RJ,1.0,0,2000,1,0,1,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,67840.3178999532,184184264.0,46,1,17289.0,0
2005,B0500265000000,Cidade Baixa,Sérgio Machado,Ficção,Videofilmes,,Videofilmes/Lumière,RJ,,31,128134,1021626.0,RJ,1.0,0,2000,1,0,12,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,2866905.1753819063,184184264.0,46,1,17289.0,1
2005,B0500255500000,"Cinema, Aspirinas E Urubus",Marcelo Gomes,Ficção,Rec Produtores Associados,Dezenove Som E Imagens,Imovision,PE,SP,17,105526,882373.0,PE,1.0,1,2000,0,4,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,2476130.9131886414,184184264.0,46,1,17289.0,1
2005,B0500281700000,Coisa De Mulher,Eliana Fonseca,Ficção,Diler & Associados,,Warner,RJ,,100,98963,714666.0,RJ,1.0,0,2000,1,16,11,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,2005508.5266716836,184184264.0,46,1,17289.0,1
2005,B0500277500000,Coisa Mais Linda,Paulo Thiago,Documentário,Vitória Produções,Tele Image,Columbia,RJ,SP,11,35861,319251.0,RJ,1.0,1,2000,3,32,3,0,estabelecida,media,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,895887.873004259,184184264.0,46,1,17289.0,1
2005,B0500241100000,Confronto Final,Alonso Gonçalves,Ficção,Karina Filmes,,Polifilmes,MG,,5,2081,12278.0,MG,1.0,0,2000,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,34454.74346124614,184184264.0,46,0,17289.0,0
2005,B0500294600000,Diário De Um Novo Mundo,Paulo Nascimento,Ficção,Accorde Filmes/Linha De Produção Cinema Comunicação E Imagem/Panda Filmes,,Casablanca,RS/RS/RS,,7,12685,67809.0,RS,1.0,0,2000,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,190286.83005079324,184184264.0,46,1,17289.0,0
2005,B0500282100000,Doutores Da Alegria,Mara Mourão,Documentário,Grifa Filmes/Mamo Filmes,,Imovision,SP/SP,,20,26294,212313.0,SP,1.0,0,2000,2,4,0,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,595796.5424733305,184184264.0,46,1,17289.0,1
2005,B0400158100000,Eliana Em O Segredo Dos Golfinhos,Eliana Fonseca,Ficção,Canal Azul/Teleimage Productions,Intercross Imóveis E Participações/Emb Promotora E Controladora,Fox,SP/SP,SP/SP,106,330742,2022729.0,SP,1.0,1,2000,1,9,0,0,iniciante,pequena,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,5676218.340659956,184184264.0,46,1,17289.0,1
2005,B0400142200000,Extremo Sul,Monica Schmiedt/Sylvestre Campe,Documentário,Europa Filmes/M. Schmiedt Produções,,Europa/Mam,SP/RS,,5,13571,92149.0,SP,2.0,0,2000,0,5,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,258590.17390538935,184184264.0,46,1,17289.0,0
2005,B0400165500000,Feminices,Domingos De Oliveira,Ficção,Teatro Ilustre Produções Artísticas,Afinal Filmes/Antenna Produtora,Copacabana Filmes,RJ,RJ/RJ,3,7091,63556.0,RJ,1.0,1,2000,2,2,0,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,178351.98529263394,184184264.0,46,1,17289.0,0
2005,B0400123500000,Filhas Do Vento,Joel Zito Araújo,Ficção,Asacine Produções/Casa De Criação Cinema,,Riofilme,RJ/DF,,15,16578,117448.0,RJ,2.0,0,2000,0,114,0,1,estreante,grande,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,329584.68073272816,184184264.0,46,1,17289.0,0
2005,B0500222600000,Gaijin Ama - Me Como Sou,Tizuka Yamasaki,Ficção,Scena Filmes,Art Films/Riofilme,Art Filmes,RJ,RJ/RJ,101,52898,388800.0,RJ,1.0,1,2000,3,1,0,0,estabelecida,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,1091057.5222131046,184184264.0,46,1,17289.0,1
2005,B0300046600000,"Garrincha, Estrela Solitária",Milton Alencar Jr,Ficção,Fam Produções,,Polifilmes,MG,,20,7877,54977.0,MG,1.0,0,2000,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,154277.4418691097,184184264.0,46,1,17289.0,0
2005,B0300041300000,Harmada,Maurice Capovilla,Ficção,Saturna Produções,Estudios Quanta,Riofilme,RJ,SP,2,1261,8499.0,RJ,1.0,1,2000,0,114,0,1,estreante,grande,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,23850.045990970102,184184264.0,46,0,17289.0,0
2005,B0400129600000,Jogo Subterrâneo - Underground Games,Roberto Gervitz,Ficção,Columbia Tristar Filmes Do Brasil/Estudios Mega/Locall/Ramalho Filmes/Vagalume,,Buena Vista,SP/RJ/SP/SP/SP,,31,20928,163781.0,SP,2.0,0,2000,0,3,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,459605.1750143634,184184264.0,46,1,17289.0,1
2005,B0500220600000,Mais Uma Vez Amor,Rosane Svartman,Ficção,Raccord Produções/Total Entertainment,Warner,Warner,RJ/RJ,SP,144,228567,1662516.0,RJ,1.0,1,2000,1,16,0,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,4665382.169752166,184184264.0,46,1,17289.0,1
2005,B0500216600000,Mensageiras Da Luz - Parteiras Da Amazônia,Evaldo Mocarzel,Documentário,Casa Azul Produções/Sp Filmes De São Paulo,,Sp Filmes,SP/SP,,1,135,1287.0,SP,1.0,0,2000,1,0,0,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,3611.602446214675,184184264.0,46,0,17289.0,0
2005,B0600575000000,Moro No Brasil,Mika Kaurismaki,Documentário,Magnatel,,Pandora,RJ,,2,2680,11911.0,RJ,1.0,0,2000,0,6,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,33424.86148940404,184184264.0,46,0,17289.0,0
2005,B0500365600000,Morro Da Conceição,Cristiana Grumbach,Documentário,Crisis Produtivas,V. Filmes & Comunicação,Pipa,RJ,RJ,7,4943,40124.0,RJ,1.0,1,2000,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,112596.68729752729,184184264.0,46,1,17289.0,0
2005,B0400168800000,O Casamento De Romeu E Julieta,Bruno Barreto,Ficção,Filmes Do Equador,,Buena Vista,RJ,,215,969278,7303657.0,RJ,1.0,0,2000,2,3,6,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,20495653.05945061,184184264.0,46,1,17289.0,1
2005,B0500370500000,O Coronel E O Lobisomem,Maurício Farias,Ficção,Uns Produções E Filmes,Brasil Filmes/Digital 21/Megacolor,Fox,RJ,SP/SP/SP,166,654983,4678543.0,RJ,1.0,1,2000,0,9,1,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,13129011.144926608,184184264.0,46,1,17289.0,1
2005,B0400106000000,O Cárcere E A Rua,Liliana Sulzbach,Documentário,Zeppelin Filmes,,Pandora,RS,,17,7792,37424.0,RS,1.0,0,2000,0,6,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,105019.89894882517,184184264.0,46,1,17289.0,0
2005,B0400129500000,O Diabo A Quatro,Alice De Andrade,Ficção,Tambellini Filmes,,Riofilme,RJ,,4,7247,52512.0,RJ,1.0,0,2000,0,114,3,1,estreante,grande,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,147360.11472853538,184184264.0,46,1,17289.0,0
2005,B0500378800000,O Fim E O Princípio,Eduardo Coutinho,Documentário,Videofilmes,,Videofilmes,RJ,,3,9674,81146.0,RJ,1.0,0,2000,4,4,12,0,estabelecida,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,227713.35827547478,184184264.0,46,1,17289.0,0
2005,B0300039300000,O Signo Do Caos,Rogério Sganzerla,Ficção,Mercúrio Produções,,Riofilme,SP,,3,1255,9130.0,SP,1.0,0,2000,1,114,1,0,iniciante,grande,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,25620.76949024086,184184264.0,46,0,17289.0,0
2005,B0500279400000,Preto E Branco,Carlos Nader,Documentário,Iucatan Produções/Já Filmes,,Polifilmes,SP/SP,,,,,SP,1.0,0,2000,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,,184184264.0,46,,17289.0,
2005,B0500247600000,Preto No Branco,Ronaldo German,Ficção,Daron Cine Video,,Distribuição Própria,RJ,,1,65,,RJ,1.0,0,2000,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,,184184264.0,46,0,17289.0,0
2005,B0500238500000,Quanto Vale Ou É Por Quilo ?,Sérgio Bianchi,Ficção,Agravo Produções Cinematográficas,,Riofilme,SP,,8,32863,195672.0,SP,1.0,0,2000,2,114,2,0,iniciante,grande,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,549098.2702841631,184184264.0,46,1,17289.0,1
2005,B0400102900000,Quase Dois Irmãos,Lucia Murat,Ficção,Taiga Filmes E Vídeo,,Imovision,RJ,,23,58928,460087.0,RJ,1.0,0,2000,2,4,2,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,1291104.378144189,184184264.0,46,1,17289.0,1
2005,B0500334900000,Sal De Prata,Carlos Gerbase,Ficção,Casa De Cinema De Porto Alegre,Quanta-Rio,Columbia,RS,RJ,41,17289,124880.0,RS,1.0,1,2000,1,32,4,0,iniciante,media,0.0,2.0,0.0,1.0,só incentivo,2.8062179069267095,350440.4922170075,184184264.0,46,1,17289.0,0
2005,B0400148300000,Soldado De Deus,Sérgio Sanz,Documentário,J.Sanz Produção Audiovisual,,Riofilme,RJ,,2,2528,18919.0,RJ,1.0,0,2000,0,114,0,1,estreante,grande,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,53090.83658114642,184184264.0,46,0,17289.0,0
2005,B0500280100000,Sou Feia Mas Tô Na Moda,Denise Garcia,Documentário,Toscographics,,Imovision,RJ,,4,5575,44447.0,RJ,1.0,0,2000,0,4,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,2.8062179069267095,124727.96730917145,184184264.0,46,1,17289.0,0
2005,B0400129900000,Tainá 2 - A Aventura Continua,Mauro Lima,Ficção,Sony Pictures/Tietê Produções,,Columbia,SP/RJ,,164,788442,4612264.0,SP,2.0,0,2000,0,32,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,12943017.828273412,184184264.0,46,1,17289.0,1
2005,B0400171000000,Vida De Menina,Helena Solberg,Ficção,Radiante Filmes,,Europa/Mam,RJ,,8,27648,210049.0,RJ,1.0,0,2000,1,5,1,0,iniciante,pequena,0.0,1.0,0.0,1.0,só incentivo,2.8062179069267095,589443.2651320484,184184264.0,46,1,17289.0,1
